TNS_name classification RA Dec MW_EBV gal_PGC gal_RA gal_Dec z_hel z_cmb z_flag
20uxz SN Ia 21.028708 12.921461 0.033008267953991886 5139 21.016233333333332 12.9174575 0.008242368792346338 0.0072068465190302895 spu
20uyb ? 324.102726862 -16.7810997162 0.04243720754981041 None 324.1025 -16.781944444444445 0.065801 0.06476709770184622 sp
20uye SN Ia 24.3304499277 4.80194699624 0.022457439303398132 1273482 24.33088 4.80195 0.05842350001828025 0.057426743917190895 spu
20uyg SN Ia 93.829667 -29.319261 0.03050199382007122 148564 93.83087083333334 -29.314325 0.04808993560471759 0.04845756330763781 spu
20uyh SN Ia-pec 91.8309077778 -21.5577611111 0.053632835671305654 826680 91.83141638 -21.55733129 0.052677 0.053007652161172016 su2
20uym ? 249.7997713 38.72636525 0.00883329525589943 None 249.7989682152 38.7257918619 0.092973001 0.09301439484634927 pu
20uys ? 21.3933919129 -18.3640497255 0.017154602482914925 None 21.408333333333335 -18.348055555555554 0.080746 0.07982095677751526 sp
20uzf ? 50.3452502 1.80905535 0.12083087921142578 None 50.345416666666665 1.8091666666666668 0.038787 0.03821529269813893 sp
20uzg ? 109.783842 1.505133 0.11374914437532425 None 109.7885 1.50688888889 None None n
20uzq SN II 353.500792395 -11.7830714212 0.027155379354953765 71761 353.50072 -11.78279 0.011500689762150983 0.010334109082389279 spu
20uzr ? 10.469651836 -8.81242464214 0.03167150981724262 None 10.469166666666666 -8.812222222222223 0.052745 0.05164703969660009 spu
20uzw SN Ia 27.1205251158 12.8961439663 0.05503524824976921 1418379 27.12025 12.89663 0.07437478630633197 0.0734145924312595 spu
20vai ? 244.64124 11.614214 0.058765540570020675 None 244.64122703919998 11.613233046400001 None None n
20vaq ? 287.77329 34.0787666667 0.09809769958257675 None 287.77143 34.074799 None None n
20var SN Ia 331.028542 -19.685789 0.021609176099300385 67964 331.02880833333336 -19.685219444444446 0.03653727673162479 0.0354798988294303 spu
20vas SN Ia 343.298538328 11.1135379329 0.07582477062940597 9005066 343.29737 11.11294 0.0714631 0.07023274516319399 sp
20vat SN II 333.802969995 -16.9944928293 0.021211190298199654 None 333.80479083333 -16.977135 None None n
20vau SN Ia 302.900456667 -30.9158066667 0.10735003888607025 9005067 302.88258 -30.89375 0.07222999999999999 0.07156016343988277 pu
20vav SN Ia 278.540468297 25.7858623848 0.10475714176893235 9005068 278.53991 25.78612 0.05554608194173995 0.05509063464586328 spu
20vax SN Ia 109.491863274 43.5717351449 0.06558820098638535 9005069 109.492710018583 43.5718096187757 0.05486305974510322 0.05522788856119085 sp
20vbc ? 309.03069036667 -2.1154374666667 0.1080959615111351 None 309.03069036667 -2.1154374666667 0.08467718596267369 0.08372601276322858 spu
20vbd ? 321.681792 -0.5439 0.03815782457590103 None 321.6842397115 -0.5528166711 None None n
20vbv SN Ia 344.184167 4.48365 0.05299932301044464 1268893 344.18654 4.48719 0.054496054824365016 0.05326211003829316 spu
20vbx ? 90.08596875 -35.21804125 0.03596091091632843 178841 90.08685833333334 -35.2185675 0.07979185341882566 0.0800901946485448 spu
20vck SN II 253.935660402 4.94681141973 0.11478332757949829 20vcp SN II 34.6701894237 -22.5119963302 0.016299005895853043 8818 34.67151666666667 -22.51486388888889 0.032159915110339436 0.031440142829468096 spu
20vdx ? 293.4146473 39.3888621 0.12728614002466201 166618 293.4241625 39.402119444444445 0.042255 0.04160851295903216 sp
20vdz SN Ia 129.316875 -5.923789 0.03117341324687004 152945 129.31759625 -5.921346944444445 0.04085493037986967 0.04182624481016717 spu
20ver SN Ia 313.579416 9.1580717 0.07966113910079002 3932181 313.57996 9.15697 0.09090481371485952 0.08987878861835837 spu
20vex SN Ia 39.1907405 20.554039866667 0.10935265153646469 None 39.18890301 20.55458718 0.06720253576865473 0.06643187634811493 spu
20vfu SLSN-II 109.274333 49.487961 0.07492158874869347 20vgv ? 14.824721231 -0.947467729864 0.029367097541689872 None 14.825458333333334 -0.9482361111111112 0.07930200000000001 0.07820971387611836 spu
20vgw ? 3.49176308445 -5.46626772172 0.024214729629456998 None 3.49267498837 -5.46634473212 None None n
20vgx ? 50.0903147094 39.4115950467 0.20465204238891602 None 50.08958333333333 39.413333333333334 0.049512 0.04897579540563825 pu
20vma ? 267.13945407143 24.884654385714 0.07063328012824058 None 267.140059 24.884325 0.080250002 0.08000759089744613 pu
20vnq SN Ia 26.946488233333 42.004506133333 0.0458917210996151 2190703 26.94875 42.00611111111111 0.07943621982136113 0.07862852395716247 spu
20vnr SN Ia 0.818969997685 2.25217668166 0.03216451562941074 9005071 0.8616666666666667 2.2372222222222224 None None n
20vny ? 12.4353567044 32.4454980536 0.06472339361906052 None 12.4358523 32.4464167 0.099940002 0.09891765960206117 pu
20vor ? 25.7223236615 26.5021749741 0.06813840493559838 None 25.72429166667 26.50247222222 0.08865 0.08771597877532566 sp
20voz SN Ib 331.357792 -20.225561 0.02402640040963888 None 331.36113 -20.23053 0.042708 0.0416538533908996 sp
20vpn ? 2.014105 16.43742 0.04405111245810985 None 2.0141775 16.4372586 None None n
20vwv SN Ia 103.835583 -36.3797 0.1709745079278946 637506 103.8350599 -36.3794104 0.03186 0.03238141591359845 sp
20wap SN Ia 13.465514874 -18.3108860523 0.015658638812601565 9005072 13.46554 -18.30984 0.10024122525312838 0.09923608992184911 spu
20wax ? 357.169765989 41.2923695776 0.12033047914505005 None 357.169765989 41.2923695776 0.105512 0.10450322062125184 pu
20wcj SN Ia 43.209625 -1.231031 0.054782382696866985 213114 43.2008502129 -1.2193619313 0.023848164986191883 0.023153035349987174 spu
20wgr SN Ia 125.915583 -0.168331 0.04025412768125534 23543 125.9145204834 -0.1700265386 0.034964188458670296 0.03587864580702261 spu
20wgs SN II 128.109903771 -3.20316873117 0.029310596212744712 1074680 128.11204166667 -3.20461111111 0.031065 0.03201664249239036 spu
20wie SN Ia 105.155871617 35.047269304 0.0552666999399662 9005073 105.15575 35.04886 0.07188356870989933 0.0722598812468225 spu
20wio SN Ia 60.0061374897 -24.6002298081 0.02732787564396858 92053 60.011270833333334 -24.60089166666667 0.0640970094050865 0.06381662194627506 spu
20wip ? 300.0203304 18.4668315 0.44275799751281736 None 300.02594166666665 18.465722222222222 0.013449116634582719 0.012619651678013606 spu
20wlw SN Ia 14.378449075 35.73957575 0.041543249264359476 9005074 14.3787167 35.7398188 None None n
20wob SN Ia 348.404667 4.148939 0.04767952233552933 1264183 348.40529 4.14933 0.04302073974248967 0.04178468319781362 spu
20wod ? 353.552267974 7.34489047209 0.07506892919540405 3091768 353.55375375 7.346742777777777 0.06273999999999999 0.061508560164050555 spu
20wog SN II 328.18255426 33.6562021183 0.11962787121534348 None 328.18255426 33.6562021183 0.043403 0.042357781899443135 spu
20wtq SN Ia 18.2836039353 28.6770039274 0.04905588842928409 20wux SN Ia 20.8833543406 -19.1709948779 0.02707768201828003 9005076 20.8830828 -19.1712034 0.0673574053772697 0.06643326881859592 sp
20wuy ? 88.219625 -22.331169 0.03357312425971031 None 88.219625 -22.331169 None None n
20xcz SN Ia 288.9194564 55.6646826 0.06177522629499435 None 288.91958 55.66475 0.057876 0.05739586723414106 pu
20xgz ? 22.2307829575 -18.1001278466 0.016198566742241384 None 22.230855 -18.09971777778 0.142795 0.14187732692242983 pu
20xis ? 16.91354675 -8.6178633 0.04773301854729652 None 16.913416666666667 -8.617861111111111 0.1039 0.10286048999869957 spu
20xiv ? 322.71046446 4.38019863826 0.04516649469733238 None 322.71067301 4.37937875 0.06528300000000001 0.0641626539643422 pu
20xkw SN IIn 22.737173958 18.8800105657 0.04287525303661823 20xmo ? 113.196984749 29.1178361852 0.053559223115444185 None 113.20463078030001 29.1168742464 0.222284 0.22283298422911402 pu
20xpk SN Ia 24.431627033333 -22.704277766667 0.01023456409573555 810119 24.432083333333335 -22.703333333333333 0.04119372689757057 0.04034088599523035 spu
20xps SN Ia 44.3917224393 13.4754265526 0.12594164162874222 9005077 44.39061 13.47548 0.07112085939072164 0.07042764254341999 spu
20xqr SN Ia 67.7126808765 9.06851422204 0.24459026753902435 9005078 67.71283 9.06893 0.06047194856880595 0.060235129525428824 spu
20xsl SN Ia 32.635914 -11.813246 0.019348948337137697 9005079 32.63577 -11.81323 0.124388 0.1235648977399094 pu
20xtz SN Ia 272.962875 14.98245 0.15197724640369414 61536 272.96352583333334 14.981872222222222 0.007625608780324954 0.007277733796979496 spu
20xuq CV 3.42675050933 28.9191613255 0.031684263944625854 None 3.4247299 28.9223333 0.09940399999999998 0.09829642047840102 pu
20xvs ? 70.1460888 -9.97011066666667 0.06972449168562889 None 70.1460021660588 -9.97062146981927 0.093956001 0.09381955830494536 pu
20xyh SN Ia 22.7017241559 34.8020302987 0.036590492576360704 9005080 22.70131 34.80168 0.10151279 0.10060029823133793 sp
20yae SN II 162.622997972 -8.61915942035 0.03750041514635086 None 162.62625 -8.621944444444445 0.072997 0.07422891618705012 sp
20yav SN Ia 111.996042 53.068439 0.058365917652845385 3721275 111.99483228 53.06867125 0.039466165154065244 0.03976202229771518 sp
20ybl ? 23.156962 -28.621648 0.01941247709095478 None 23.156916666670003 -28.62136111111 0.086641 0.08583197720820415 sp
20ybn SN IIn 92.759417 -22.2973 0.0689442440867424 None 92.77154166667 -22.305305555560004 0.075783 0.0761320603953431 sp
20ycc ? 357.63812 17.105766 0.03048388622701168 None 357.6353466 17.1075144 None None n
20ycd ? 2.86030550433 33.7228535469 0.04037375889718532 None 2.85875 33.72317777778 0.101743 0.10067368159034168 spu
20yef SN Ia 37.892947033333 -14.151611533333 0.016574472300708295 928270 37.892916666666665 -14.153333333333334 0.05377536959048867 0.053046626626824266 spu
20yen ? 330.157286751 19.9159268783 0.08004377573728562 None 330.1572748 19.9157174 None None n
20ygj SN Ia 88.7490928821 54.4437939745 0.1646087598800659 9005081 88.75021 54.4435 0.072122 0.0721365093798188 pu
20yjf SN Ia 145.648417 -3.490181 0.03619538694620132 1070612 145.64918 -3.48879 0.03817874 0.039323215377670084 sp
20yla ? 327.43748658 22.67904924 0.06692280620336533 None 327.437947365 22.679424315 0.083401 0.08228136474359196 sp
20ymv SN Ia 37.6734993241 -14.5691276239 0.01571485500782728 9005082 37.67396 -14.56887 0.06775664311213012 0.06702688339850667 sp
20ypu Nova 10.694971 41.117525 0.2983236849308014 None 10.70620833333 41.11019444444 None None n
20ysl SN Ia 121.425333 -9.814519 0.05658546581864357 986045 121.42292932582001 -9.81689408044 0.03641719365735345 0.03727699704630276 spu
20ysq SN Ia 345.912882038 -8.03696178945 0.03514064528048039 1009262 345.9135 -8.03864 0.056848 0.05565289661864815 pu
20ytj SN Ia 346.018375 20.28475 0.12050268709659576 3974382 346.01854 20.28517 0.063152 0.061948766834679966 sp
20ytk SN II 13.8427483364 -10.0967364301 0.03184260927140713 None 13.842900632200001 -10.0964147199 None None n
20yvg SN Ia 307.72892601429 19.337994085714 0.06822433590888977 9005083 307.73 19.33972 0.0901502965965792 0.08921463157053393 spu
20yvu SN Ia 345.249458 40.9106 0.09628235891461372 9005084 345.25279 40.90958 0.01686029352139923 0.015835618273108452 spu
20yvv SN Ib 359.806648305 38.6306203936 0.10637477904558182 None 359.805984 38.6296384 None None n
20ywf SN Ia 348.440437266 14.918973126 0.05304904200136661 9005085 348.44022 14.91859 0.08164277027341674 0.08041746364454717 sp
20ywh SN Ia 148.677740261 45.5552915122 0.01055878596380353 9005086 148.67672083333332 45.55488888888888 0.07151400299999999 0.07222073254043547 pu
20ywy SN Ia 15.1393817551 -1.685001207 0.04059598058462143 3602 15.14211 -1.68466 0.042759914927546314 0.041672953515803 spu
20yxd SN Ia 32.3069805428 33.0439144031 0.07932867959141732 2021571 32.3092 33.04311 0.04602159395961616 0.04520570459971197 spu
20yxo SN Ia 26.8630054 0.96763981666667 0.022170380130410193 3519180 26.863093178699998 0.9675826378 0.09432859048108543 0.09337165429494095 spu
20yzs SN Ia 19.0088450587 -10.8644572025 0.02479677725583315 3099605 19.00756 -10.85874 0.06721316518242765 0.06620860081442254 spu
20yzv SN Ia 50.3620393492 3.60652430232 0.1216380575299263 9005087 50.36084 3.60677 0.0641256 0.0635503790761836 sp
20zah ? 6.612025 -28.9955525 0.01744453702121973 None 6.612395833333333 -28.99563888888889 0.061799999999999994 0.06085440944777305 spu
20zbc SN Ia 12.3646448166 23.412605713 0.032162529304623606 9005088 12.36493 23.41283 None None n
20zch ? 356.73592196667 -18.801167233333 0.02064680814743042 None 356.727125 -18.78702777778 0.098523 0.09742155821894526 sp
20zcj ? 138.660021528 47.1193168202 0.014680309779942035 None 138.660236393 47.1193358614 None None n
20zem SN Ia 20.2178481372 4.79557585589 0.024421036690473557 4861 20.22279 4.80134 0.03401686642830755 0.032970488391299985 spu
20zen SN II 47.0245364528 23.040479683 0.15068437963724135 None 47.02541666667 23.04188888889 0.033469 0.03283170732955687 sp
20zfj SN Ia 14.974202057143 -17.264065714286 0.014625498428940772 9005089 14.97455 -17.26392 0.09255272836147911 0.0915525644562246 spu
20zfo SN Ib 342.2663907 20.6743869775 0.06202974498271942 1633382 342.2671208333333 20.676291666666668 None None n
20zfu SN Ia 28.0379480712 42.8698362691 0.055344339609146115 9005090 28.03904 42.86906 0.07231154207173157 0.07152282062248264 spu
20zgh SN Ia 18.9726354634 0.0160018244229 0.02771117866039276 4761672 18.97242 0.01581 0.047491 0.04643924326222191 sp
20zhd SN Ia 106.3383367 18.2254995 0.04803471885621548 9005091 106.33762 18.22537 0.07541217 0.07592247856927685 sp
20zhh SN Ia 66.5826784703 -10.0991275863 0.05667864367365837 15090 66.585625 -10.098444444439998 0.031268965412065176 0.031058787687606195 spu
20zhz ? 353.158436314 -7.16174942003 0.027485929429531097 None 353.15773773265 -7.16230955907 0.067699999 0.06650470619642475 pu
20zj SN Ia 240.334917 16.677719 0.03190880194306374 56704 240.33842 16.67661 0.03156750527726752 0.03187899682421497 spu
20zjn SN Ia 77.036557922222 10.383789366667 0.22084712505340576 9005092 77.03489 10.38409 0.038973 0.038929173336071383 sp
20zjx SN 125.852535551 -4.24411891945 0.03389626085758209 3092715 125.85284 -4.24439 0.096949 0.09787060818475096 sp
20zpe SN Ia 74.01575 -25.151111 0.03229846760630607 782111 74.01445833332998 -25.1515 0.05873099999999999 0.05871972263608015 pu
20zpf SN Ia 348.168683303 -11.93390154 0.029379025101661682 9005093 348.1685 -11.93403 0.09751038961556147 0.0963390238008073 sp
20zpi SN Ia 40.085208 -1.446861 0.02863016463816166 10114 40.085591666666666 -1.4450611111111111 0.0370569695919435 0.0363086074210027 spu
20zqh ? 32.2025302125 45.4063841 0.07968790963292122 None 32.20268899 45.40650498 None None n
20zwe SN Ia 352.5688188 -12.66795475 0.023959812074899674 949474 352.57166666666666 -12.66388888888889 0.08099181718646664 0.07982968751689945 sp
20zwh ? 15.706142654545 -8.3501504 0.05184987209737301 None 15.706142654545 -8.3501504 0.121097 0.12004385703098325 pu
20zwj ? 63.6056896922 -3.26886785067 0.03686232753098011 None 63.6056896922 -3.26886785067 None None n
20zwy SN Ic 329.078134286 -22.31814 0.025813927724957466 20zwz ? 346.827213899 16.5257167689 0.10117466405034065 None 346.8282171 16.5248829 0.034846999 0.033627145067341574 pu
21aabk SN II 46.3138688564 -25.8876225496 0.013249515183269977 None 46.31395833333 -25.88838888889 0.0369 0.03638670769885205 spu
21aabw SN Ia 82.409375 -23.99265 0.03641241855919361 3080953 82.4081231 -23.99410021 0.032337037644889655 0.03248662997976939 spu
21aadq ? 160.10609257500002 18.7048981 0.02344013664871454 None 160.1041658616 18.7105813445 None None n
21aadr SN Ia 159.81090068 20.298382760000003 0.01922258283942938 31674 159.8093998101 20.2924767549 0.04233 0.043419604092319555 spu
21aajr ? 298.244155 58.67212 0.10621130451560021 None 298.2405416666701 58.69080555556 None None n
21aakl SN Ia-91T-like 47.4246556629 -4.58808992006 0.05723050236701965 170042 47.42229 -4.58736 0.028746553724176744 0.028138262511631342 spu
21aakm CV 356.0271125 54.2879 0.3416460692882538 None 356.01520833333 54.29372222222 0.15223 0.1513998059642371 sp
21aalx SN Ia 9.28480052389 25.6937469923 0.034087966829538345 2209 9.2845 25.693333333330003 0.03224564108280536 0.031150821860170194 spu
21aaqb SN Ia 1.6585 -34.904211 0.012107882220298051 21aaqc SN Ia 297.8095727 -7.0964392 0.22168266296386718 9005095 297.8075085 -7.09852 0.06284 0.06207526631349585 spu
21aaqf SN Ia-91T-like 328.683875 -13.0855 0.034743691086769106 943163 328.684098873715 -13.0853360970419 0.040935810383970817 0.03983898201908881 spu
21aask ? 74.8430371429 -30.52417 0.01052891420200467 None 74.8430371429 -30.52417 0.118681 0.11870088569907022 pu
21aayc ? 48.4126278 -27.6896019 0.01374206606298685 None 48.41333405345 -27.690031409570004 0.085377 0.08491132634231285 pu
21aayf SN II 95.534742290909 50.429101572727 0.12154866009950638 None 95.53229166667 50.430472222220004 None None n
21aazm SN II 6.2285962 45.168396833333 0.05278355687856674 1559 6.23459737072 45.16407307771 0.043549 0.042621809561905845 sp
21abaa ? 10.6342927039 29.1691499811 0.04065782256424427 None 10.6379 29.1675 0.023717005381596358 0.022655685734128954 sp
21abcw SN Ibn 158.938875 21.055369 0.017866371534764766 31388 158.94245833333 21.04811111111 0.023588709677419356 0.024668265226559394 spu
21abga ? 98.0404137677 44.5728188439 0.10326208636164665 None 98.06054166667 44.56505555556 0.06683099999999999 0.06702940112009248 pu
21abht SN Ia 115.752875 31.386389 0.03997701935470104 1944677 115.75342575 31.38643806 0.03512763486531739 0.03569479503560841 spu
21abid ? 158.41482810000002 -3.3821422400000003 0.040993110984563826 None 158.41575 -3.38102777778 None None n
21abig ? 169.211833 18.719589 0.019898071028292177 None 169.21132806 18.71909796 0.059836 0.0609516927712666 spu
21abja ? 120.359710565 27.8248242085 0.04143945418298244 None 120.35565707239999 27.826644214699996 0.09900000000000002 0.09966496923250008 sp
21abjj ? 152.5857412 55.9851072 0.006933834534138441 None 152.58551949 55.9848922 0.120574 0.12111414102953837 pu
21abjz SN II 11.2775 29.87815 0.04592723786830902 None 11.2771774633062 29.8789844327687 0.077519 0.07646767453136859 pu
21abkh SN II 59.5269759356 14.6533546406 0.33097501993179324 1463532 59.527916666669995 14.65219444444 0.04421033333333333 0.043799248174252146 sp
21abkm SN II 275.656792 15.704911 0.16907988727092743 61792 275.66216666667 15.698 0.01756561266084443 0.017163590613642202 spu
21abmn SN II 7.855917 -36.13905 0.009417067300528287 199391 7.85524760148575 -36.1397885032282 0.021384999 0.020540155144900457 pu
21abmp SN Ia 11.176542 -38.183911 0.011272422801703215 199944 11.174625 -38.182916666669996 0.023253753768548775 0.022458646143076737 spu
21abnf ? 174.1224749625 21.59610288125 0.021406755186617374 None 174.12237233 21.59610778 0.0295176432160804 0.03059857154199273 spu
21aboj SN II 117.075998704 28.0347080362 0.03433920808136463 None 117.0795713732 28.035291708899997 None None n
21abpd SN II 37.218233 -5.4873015 0.021981551125645638 None 37.21916699 -5.487573 None None n
21abpg SN Ia 274.174042 15.29745 0.1717858639359474 1480781 274.1736944 15.29839309 0.04563953809825338 0.04526724130952276 spu
21abpz SN Ia 157.9797596 49.3655139 0.006332849944010377 2340933 157.98227978 49.36569901 0.052118389182425666 0.05279412639575142 spu
21absc ? 161.1162038 27.301909 0.028682584390044213 None 161.11561971 27.30172957 None None n
21absz SN Ia 280.732852 25.269271699999997 0.13396656036376953 1730831 280.73244858 25.26965467 0.05274 0.05224459660697198 spu
21abwn CV 129.394651579 16.0117347368 0.023206145986914634 None 129.3946862794 16.0117620299 None None n
21abxi SN IIP 93.1440737717 51.1593353274 0.174157997071743 None 93.1444424 51.15962 None None n
21abys ? 175.7382749 38.2503042 0.01763955246657133 None 175.73914994 38.24966199 None None n
21abza SN Ia 277.9046219125 30.91029305 0.10622904047369956 9005096 277.90403357 30.90954605 0.0344900308644551 0.03405231174769997 spu
21abze SN II 10.884383686667 14.34277238 0.07861261591315269 2600 10.88526131 14.34268731 0.014835242720732186 0.013703142179573446 spu
21abzi SN Ia 127.21563621 12.53838219 0.027951953262090684 1411339 127.21550107 12.53795533 0.06715312364529197 0.06803112027595092 spu
21abzq ? 314.6630848 27.8017171 0.19188636869192124 None 314.66383333333 27.802027777779998 0.066601 0.06562226214459142 sp
21acaz SN Ia 268.185280645 56.9330019771 0.042321279868483545 2552242 268.18344535 56.93190266 0.05801595088112991 0.05777137418541231 spu
21accx SN Ia 355.0065 27.277081 0.08208954289555549 9005097 355.00625 27.27432222222 0.03036994730899031 0.02921849525780728 sp
21aceo SN Ia 136.354542 -7.814669 0.04779854163527489 1012632 136.356842507275 -7.81402793389094 0.032657001 0.0337151201987196 pu
21aceu SN Ia 19.017083 37.648194 0.049417207315564156 4579 19.01738536 37.64856999 0.03034432574017589 0.029421419144491392 spu
21ads SN Ia 203.781428889 -33.4831355556 0.048356432989239695 47879 203.78333333333333 -33.485 0.012728805872761482 0.013640271812864205 spu
21adu SN Ia 92.225167 -39.693589 0.06408809006214142 3707701 92.22029 -39.69128 0.053420289845984056 0.053749710207667216 spu
21aggu SN Ia 136.88 18.436031 0.03098362311720848 25638 136.8803622 18.43542671 0.02911013858794273 0.03006268169687551 spu
21agio ? 144.675167 -20.9813 0.06055573180317879 None 144.6773705 -20.98214391 0.03314653988392496 0.034254268728385225 spu
21agrk SN II 247.900875 13.637481 0.04479452654719353 None 247.899222522 13.6353345254 None None n
21aip SN Ia 159.341910357 -7.36679945049 0.057593653798103335 1020205 159.34333 -7.36639 0.029708141720976834 0.030932229784267955 spu
21akx SN Ia 208.228023333 -28.5677566667 0.055264008790254594 3082371 208.23138 -28.56675 0.04946388611283877 0.05035669823690697 spu
21alp ? 156.929134239 15.4635123541 0.02983589582145214 None 156.92805833333333 15.464058333333332 0.084677 0.08580015475718157 spu
21alq SN II 226.257860316 12.6416342069 0.03155322417616844 None 226.2580362552 12.6417651254 None None n
21apw ? 176.9253746 1.45184306666667 0.02130919139832258 None 176.9256358368 1.4520831413 None None n
21ase ? 171.485095765 53.6982929939 0.012773226536810399 None 171.4848239378 53.69899443479999 0.122364 0.1229703859249295 pu
21ash SN Ia 199.9281972 -4.52919029008 0.034079297482967376 3274255 199.93042 -4.52811 0.03600157279473655 0.03705098161319446 spu
21ass SN II 27.542208 27.645219 0.07177359715104104 6759 27.55842 27.64567 0.01179289763986526 0.010886875873489599 spu
21aug SN Ic-BL 18.5200381 19.4179739 0.043311475589871404 21aut SN Ia 201.814170585 -26.7761117205 0.04794534705579281 764003 201.81583333333333 -26.77638888888889 0.04415473278409448 0.045131200646712145 spu
21avj SN Ia-pec 240.225913017 8.08944942661 0.03935176596045494 1338673 240.2261909228 8.0895445939 0.040064 0.040411318848560945 spu
21bbz SN Ia 176.348333 20.324461 0.020147588662803174 36639 176.34938 20.32543 0.023311793921113252 0.024399722201146955 spu
21bge SN II 45.752667 -1.082669 0.06980922445654869 21biy LRN 190.516772235 32.5355208587 0.014737544767558574 None 190.51512791667 32.53780083333 None None n
21biz SN Ia 184.1448112 33.5265313 0.010422505661845207 39329 184.1404 33.52207 0.021815091825959147 0.022716304765583638 spu
21bjb SN Ia 210.917992857 -34.1839028571 0.05944570302963257 89838 210.91879166667 -34.18272222222 0.015024727540010364 0.015850479772621447 spu
21bjy SN Ia 132.389292 50.867689 0.020863408856093883 24798 132.38429321908265 50.87429482911158 0.027289545756351216 0.027805974044973644 spu
21bjz SN Ia 80.560875 -13.562661 0.10582940474152565 147364 80.5646125 -13.561630555555556 0.055415003135269 0.055506437039434454 spu
21bkw SN Ia 215.306725926 20.7149971176 0.03157126769423485 1634284 215.30632083333333 20.714891666666666 0.018192252188012015 0.018916749777695124 spu
21ble SN Ia 174.764958 -9.410319 0.0274396288394928 3098267 174.76541666666665 -9.408333333333333 0.04985654189764994 0.05108403301239453 spu
21blo ? 270.304117254 18.839167335 0.07670098975300789 1571977 270.3038625 18.83844722222222 0.019236780104347134 0.018938045598131673 spu
21blp SN Ia 142.973665807 35.5517484652 0.0148945477232337 27065 142.97956 35.55433 0.026890936662589425 0.027711591287869205 spu
21blz TDE 68.130215 -32.4306575 0.01786117345094681 None 68.13020833333 -32.43063888889 None None n
21bmc SN II 127.24880465 12.4193819 0.025901418924331666 None 127.2488179534 12.419376156099998 None None n
21bmi SN Ia 184.172583098 41.0783625577 0.015739929154515265 9005098 184.17160571 41.07786691 0.0850436 0.08583495567740104 sp
21bms SN Ia 42.379875 40.551069 0.0888782499730587 10703 42.386327083333335 40.5509275 0.030081810797254943 0.029443838108688884 spu
21bnb SN Ia 79.7020475 -36.62507 0.04202412247657776 17076 79.687725 -36.63436472222222 0.041943350022501234 0.04206353402722679 spu
21bpn SN Ia 134.873253828 -2.92710142313 0.01185025829821825 9005100 134.87319 -2.92685 0.059856 0.06089294596182926 sp
21bpq SN Ia 152.542303837 6.75094279222 0.01975259356200695 4226831 152.54197884416175 6.751394623474596 0.100659 0.1018183887779425 pu
21bsf SN Ia 181.516834213 20.537031787 0.02700218565762043 5075507 181.51666666666668 20.536666666666665 0.023723078450492575 0.024788983159752045 spu
21bsr SN Ia-91T-like 135.088613549 23.1455020109 0.02792239546775818 1682266 135.08855833333334 23.14603333333333 0.08720032576670092 0.08809208984378025 spu
21bta SN Ia 210.6848938 25.557550477778 0.012762224860489368 1740950 210.68525 25.55843 0.06107558583078165 0.06182433544297468 spu
21btm SN Ia 236.63325 22.537439 0.048290730491280555 9005101 236.63416328 22.53732624 0.04171236194956778 0.04206609433151186 sp
21bto SN Ia 243.3626683 23.33755565 0.08388969138264656 9005102 243.3618707007 23.3375716281 None None n
21bwq SN Ic 172.071142555 -12.888228572 0.030229892954230307 35304 172.06794583333334 -12.890702777777777 0.021842547669514614 0.023070021904426474 spu
21bzw SN Ia-91T-like 163.661340126 -14.595083583 0.0469968481361866 3762621 163.6630266687635 -14.594757190878221 0.06973235411399371 0.07095551652230504 spu
21cac SN Ia 148.772803447 -15.0093202197 0.05307304129004478 9005103 148.77356 -15.00955 0.06410688994078254 0.06526684589744777 sp
21caf SN Ia 122.12955023333 -17.249824944444 0.09402711138129234 9005104 122.12952 -17.24985 None None n
21cam ? 47.4268238 -0.8563561 0.055041963309049605 None 47.4271939616 -0.8516703078 None None n
21can SN II 193.878314526 30.027999767 0.009824875798076392 None 193.87869625209999 30.028428864099997 None None n
21cbx SN Ia 109.803167 56.532089 0.05754320114850998 9005105 109.80109 56.53395 0.080587 0.08082186664520342 sp
21ccz ? 126.054072583 19.4069289506 0.04879431508481503 None 126.05486539200001 19.4067420285 0.089975998 0.09079070712215759 pu
21cgk ? 88.491708 16.410431 0.2921432417631149 None 88.4920581 16.4118143 None None n
21cjf SN Ia 37.9653006875 2.0502541375 0.024449279345571995 9627 37.96599166666667 2.050333333333333 0.04021181880432763 0.03941926631555953 spu
21cjx SN Ia 148.004828925 21.174140475 0.0193793086707592 9005106 148.00459 21.17412 0.1119180436354375 0.11294212893417896 sp
21ckc SN Ia 178.648712033 25.3834358597 0.015544586926698684 1734564 178.64966666667 25.38194444444 0.0530867257507859 0.05411349023004361 spu
21ckm ? 219.769833 30.980161 0.010396534465253352 1926306 219.77061 30.98019 0.034113 0.034686249934303366 spu
21cvd SN IIn 196.596760181 29.6577735046 0.010488763209432364 None 196.5771987305 29.642847566100002 None None n
21cwe SN IIP 236.38 30.161989 0.028587763011455537 214414 236.38030833333335 30.16066111111111 0.031724 0.032038216823564426 spu
21cym SN Ia 124.553783174 10.8902587057 0.022871483899652958 1385982 124.55287083333333 10.891644444444443 0.049414 0.05026412395805223 pu
21dcf ? 152.366947778 31.3121133333 0.018438469916582108 None 152.3658755813 31.3122581983 None None n
